review_text,content_stem,review_rating,target
really good,realli good,5,0
some my order not good but the other is ok,order good ok,4,0
shopee budol,budol,5,0
when you not expected to come that's when they come and it's not good 👎,expect come come good,3,1
"pls fix your app the images doesnt show up,its hard to shop",pl fix imag doesnt show hard shop,2,1
i love it....very nice...thank u seller....,love nice thank u,5,0
new update is slower.,new updat slower,2,1
i can't buy since it became 12.12 i'am so disapointed,buy sinc becam disapoint,1,1
ilove to shopping her kasi may sipping,ilov shop kasi sip,5,0
flash sale 😄 hope i can will sa 1peso deal😄,flash sale hope peso deal,5,0
i enjoy buying things that i need.. hustle free..👍👍,enjoy buy thing need hustl free,5,0
ok,ok,5,0
lurv it,lurv,5,0
very good quality of the items,good qualiti,5,0
sooooo good shopeeeeee,sooooo good shopeeeee,5,0
i've been ordering off shopee 6_9 months very good sellers only i ask there description of product be more detailed like quantity or kg.gm. lbs messuerment lacking details most sellers like they hide from buyers... c.o.d. @ delivery is so helpful.... seems some sellers having delay or shortage as of 1-10-2022.. few orders would be canceled because out of stock,order month good ask descript product detail like quantiti kg gm lb messuer lack detail like hide buyer c deliveri help seem delay shortag order would cancel stock,5,0
"sobrang bagal ng couriers nyo! the delivery missed the wedding kahit may 
allowance na ako ng 1 week. ganun ka bagal!",sobrang bagal courier deliveri miss wed allow week ganun bagal,1,1
"nice online shop. maasahan sa orders at very systematic. online friendly shopping app. though, hope the sellers will be honest all the time and follow their customers preferences. some sellers in shoppee doesn't.",nice onlin shop maasahan order systemat onlin friendli shop though hope honest time follow custom prefer,5,0
the shopee agent responsible for checking the evidence in my report of a scam in my order did not resolve the problem and even sided with the scammer.,agent respons check evid report scam order resolv problem even side scammer,5,0
paano po ba mag laro sa piso game 😂😂 hirap manalo at also thankyou sa mabilis na pagdeliver.sa lugar namin salamat shopee.,po ba mag laro piso game hirap manalo also thankyou mabili pagdeliv lugar salamat,5,0
lthh@kaookiíc,lthh kaooki c,4,0
nice materials,nice materi,5,0
tumbs up!👍👍,tumb,5,0
its ok app and affordable and cheaper shipping compared with lazada,ok afford cheaper ship compar lazada,5,0
its a big help for me,big help,5,0
"very useful, and easy to buy what i need... i really love this app",use easi buy need realli love,5,0
"i love shopee, keep up the good service👍👍",love keep good servic,4,0
"this is a great app but i found an item which is listed as 9 peso deal and i can only buy one of it, not only that, the ""add to cart"" button disappear which mean there's only one option, and that is to click buy now if you really want to order the item tho the shipping is just 10 peso it is really a disappointment for me to buy and checkout just one item. lol.",great found list peso deal buy one add cart button disappear mean one option click buy realli want order tho ship peso realli disappoint buy checkout one lol,2,1
ok naman sya kaso nga lang kahit malakas data mo or wifi tagal nag loading ng mga item tapos need mupa reload..tapos nag lagay ng spay later di naman nag approve kahit qualified ka naman taas ng expection sa loan..hayss,ok sya kaso nga malaka data mo wifi tagal nag load tapo need mupa reload tapo nag lagay spay later nag approv qualifi taa expect loan hayss,3,1
"this is irritating. i always see an ad about it in every app i have. like, every damn time!",irrit alway see ad everi like everi damn time,1,1
less hussle,less hussl,4,0
i got scam on the earphones and they dont wann refund me for that but overall its a good app i bought so many nice things but im still sad i waste a money on a scam :(,got scam earphon dont wann refund overal good bought mani nice thing im still sad wast money scam,4,0
ang bagal ng service niyo for updates and coordination regarding sa branch ng warehouse niyo. nakakahiya kayo at pinaghihintay niyo pa ng 72 hours yung customer niyo kahit lagpas na sa delivery date yung expected delivery day yung item.,bagal servic niyo updat coordin regard branch warehous niyo nakakahiya kayo pinaghihintay niyo hour custom niyo lagpa deliveri date expect deliveri day,1,1
"so far,,,very satisfied with the service since day one..",far satisfi servic sinc day one,5,0
we love shopping here at shopee...,love shop,5,0
"very unprofessional service, i suppose to get my paid order last mar 29, never made it, i used the 3 days extesion of shoppe to give more time for my delivey, never made it, i decided to ask for a refund and i was told the process will take 2-3 days and my money will be authomaticaly in shoppe wallet , never made it! everyday i chat with your customer serv asking for update, same thing everyday i was ask, told same thing over and over again! patiently wait for 24-48 hours vey disapointing!",unprofession servic suppos get paid order last mar never made use day extes shopp give time delivey never made decid ask refund told process take day money authomaticali shopp wallet never made everyday chat custom serv ask updat thing everyday ask told thing patient wait hour vey disapoint,1,1
highly recommended,highli recommend,5,0
puro kau adds,puro kau add,1,1
"very satisfied shoppers here, thank you 😘😘😘",satisfi shopper thank,5,0
you know what's the problem 😒,know problem,1,1
"your service is horrible, return/refund is such a waste of time, always asking for return item of defective that only cost 300+ php. i guess i will stop to use your services",servic horribl return refund wast time alway ask return defect cost php guess stop use servic,1,1
amazed!,amaz,5,0
right now i cant place my order .it was asking for payment thru different channels but i choose cod for all the items. please help me i need thosé items that i want to buy from your store.,right cant place order ask payment thru differ channel choos cod pleas help need tho want buy store,3,1
excellente,excellent,5,0
very convenient!,conveni,5,0
good service always.,good servic alway,5,0
salamat po shopee mabait ang mga rider ninyo,salamat po mabait rider ninyo,5,0
very nice all you want is here😊😗,nice want,5,0
"the app is good, the price is good enough as well, it's just that. it's 
very very very very very very misleading. it says "" free shipping"". i 
thought i will save money from shoppee than buying from lazada, it's almost 
the same. it sucks. f*!#?""?'( ck",good price good enough well mislead say free ship thought save money buy lazada almost suck f ck,2,1
"pangit ng update, hijdi",pangit updat hijdi,1,1
solid tong app na to mas madaminf promos,solid tong ma madaminf promo,5,0
"monggoloid mga courier dito e haha di man lang ngasasabi na idedeliver na , gaya nun nasa school ako nagdeliver pala bwisit. edit: sinimot laman ng shoppee pay ko, clawback daw.",monggoloid courier e haha man ngasasabi idedeliv gaya nun nasa school nagdeliv pala bwisit edit sinimot laman pay clawback daw,1,1
amazing online shopping,amaz onlin shop,5,0
"pag may nirereport sainyo di nyo niaaksyonan, nakakailang scam na ko sa app na to jusko.",pag nirereport sainyo niaaksyonan nakakailang scam jusko,1,1
quite good app,quit good,4,0
this app really helpful i only need to search and tadahh i get an item. seller in this app is very accomodating and never fail me. just continue the great service.🖒☺😊,realli help need search tadahh get accomod never fail continu great servic,5,0
for me shopee is an online store where you can buy all stuff you want,onlin store buy stuff want,5,0
so far so good 😑👌🔥,far good,5,0
very good and thank you,good thank,5,0
my online shopping experience is all worth it... thank you shopee,onlin shop experi worth thank,5,0
happy to purchase,happi purchas,4,0
nicebshope,nicebshop,5,0
to much good...,much good,5,0
i love shoppe.,love shopp,5,0
since i updated it i can't logged into my account even the verification codes wont send in my phone number..idk whats happening..,sinc updat log account even verif code wont send phone number idk what happen,1,1
overly satisfied with shopee all my transactions went smoothly with legit and accommodating sellers. if there are 10 stars i'll give em 10 too,overli satisfi transact went smoothli legit accommod star give em,5,0
"it was good actually, the only problem is the couriers delivery boy, the item was fragile but they just put it down like it was something light. i want to mention j&t, their delivery boy was not careful for the item they're holding, not all of them, few only.",good actual problem courier deliveri boy fragil put like someth light want mention j deliveri boy care hold,4,0
cool.,cool,5,0
excellent service! salamat shopee 😊,excel servic salamat,5,0
"delivery takes a long time, a lot of people (including me!) still haven't receive their orders and it's been almost 2 weeks. fix your logistics shopee. shipping fee cost a lot tapos ganito?!",deliveri take long time lot peopl includ still receiv order almost week fix logist ship fee cost lot tapo ganito,1,1
goods!,good,4,0
shopee is life💗💗💗,life,5,0
easy shopping and very affordable prices accomodating seller,easi shop afford price accomod,5,0
the app is user friendly.,user friendli,5,0
first feedback.... the transport truck takes too long to arrive and you promised free shipping when its over 500pesos but no you only get less shipping fee. after i received my order i would really uninstall this app. second feedback.... why is my cod not available???,first feedback transport truck take long arriv promis free ship peso get less ship fee receiv order would realli uninstal second feedback cod avail,1,1
worth to wait,worth wait,5,0
so far so good.,far good,5,0
it's useful.ty,use ty,3,1
salamat shoppe,salamat shopp,5,0
nice shopee,nice,5,0
pag nacancel mo na yung item at pna cancel sau ng seller ung cancellation mo dhil isship na daw. hindi mo na sya macacancel ulit kht ilang weeks pa yan hnd naishiship ng seller.. kahit customer care/service nla hnd pwd icancel yng order mo kht gstong gsto mo n ipcancel s sobrang tagal na na hndi naishiship almost 1 month na preparing padin.. mdming seller na hnd tlga nagrereply s chats.. zero star kung meron man.. sa lazada kht mejo mahal.safe nman at maayos ang shipping. dto npaka inconvenience,pag nacancel mo pna cancel sau ung cancel mo dhil isship daw mo sya macacancel ulit kht ilang week yan hnd naishiship custom care servic nla hnd pwd icancel yng order mo kht gstong gsto mo n ipcancel sobrang tagal hndi naishiship almost month prepar padin mdming hnd tlga nagrerepli chat zero star meron man lazada kht mejo mahal safe nman maayo ship dto npaka inconveni,1,1
shopee can smd,smd,1,1
nice 👍,nice,5,0
i love it im a busy person no time to shop but this help me. i can shop even do im working,love im busi person time shop help shop even im work,5,0
happy with the online shopping. legit and accomodating sellers.,happi onlin shop legit accomod,5,0
usefull tlaga ang apps nato,useful tlaga app nato,5,0
very good app,good,5,0
bogus sellers.,bogu,1,1
a great help to everybody during this time of pandemic. no need for you to go out to buy your needs.,great help everybodi time pandem need go buy need,5,0
"shopee app is great, but their courier is not. :')))",great courier,4,0
shopping mall at your finger tips,shop mall finger tip,5,0
salamat po sa free shipping at maayos na pagkaka deliver 😍😍😍,salamat po free ship maayo pagkaka deliv,5,0
thank you shopee :),thank,5,0
"so far, napakaganda ng experience ko dito sa shoppee.. mula sa mga items, customer services and deliveries. wala pa po akong bad experience like mali ang naiship na orders or sira yung mga items na dumating.. just a friendly reminder to everyone, if you choose to shop on online, dont expect too much para kung hindi man masyado ok sayo yung product eh hindi po kayo masyadong madisappoint..",far napakaganda experi custom servic deliveri wala po akong experi like mali naiship order sira dumat friendli remind everyon choos shop onlin dont expect much man ok sayo product eh po kayo masyadong madisappoint,5,0
thank you for fast delivered 😊😊,thank fast deliv,5,0
shipping is faster,ship faster,5,0
verry good and exciting,verri good excit,5,0
i prefer shoppee because most of the items here are cheaper than lazada.,prefer cheaper lazada,5,0
very nice apps,nice app,5,0
very affordable,afford,5,0
"best online seller! 'couz it makes all filipino to buy anything they want to a lower price, etc. and also it makes them easier to buy what they want, iloveyou!!godbless!!",best onlin couz make filipino buy anyth want lower price etc also make easier buy want ilovey godbless,5,0
"0 star dapat, kaso wala sa choices",star kaso wala choic,1,1
i really love this app.. shopee makes my shopping easier,realli love make shop easier,5,0
it's just great 🙂,great,5,0
i use to loved this app.it is very easy and convenient.,use love easi conveni,4,0
this is enough shopping experience at least with shopper i feel less cheated of what i ordered.,enough shop experi least shopper feel less cheat order,5,0
i love shopee malaki ang natitipin ko abang abang lng sale😍😍,love malaki natitipin abang abang lng sale,5,0
i like this apps,like app,5,0
gi block nila ang cod sa akong account i don't know why,gi block cod akong account know,1,1
"i will rate it with only 1 star .. if there is only zero i will give e .. i will just open a new shoppee account but there are no free vouchers no free shipping, no 100% off vouchers either .. it's annoying .. at first i had that but now that i have opened another one for my mother, why is it like this? please fix it",rate star zero give e open new account free voucher free ship voucher either annoy first open anoth one mother like pleas fix,1,1
coool,coool,5,0
magaling,magal,5,0
helpful to make online shopping easier hopefully seller are more legit & no more greedy scammer there's those who is shipping out incomplete products their strategy sending intentionally wrong items & asking again to return so that the buyer suffer the loss of 💰 also out of 4-10 ordered 2or3 has damage 😪during dispute shoppeepay sided with the seller instead to the buyer. please be considerate to the buyer than to the seller base from their habitual greed actions and see their store reviews.,help make onlin shop easier hope legit greedi scammer ship incomplet product strategi send intent wrong ask return buyer suffer loss also order damag disput shoppeepay side instead buyer pleas consider buyer base habitu greed action see store review,3,1
fast and reliable and good quality product,fast reliabl good qualiti product,5,0
good app..love it..enjoy shopping online,good love enjoy shop onlin,3,1
astig,astig,5,0
convenient shopping experience in the time of covid.,conveni shop experi time covid,5,0
affordable items,afford,5,0
"why does it keep saying ""feature not available"" it's friggin annoying",keep say featur avail friggin annoy,3,1
no comment,comment,5,0
good apps for everyone❤️,good app everyon,5,0
wow.,wow,5,0
"the best online marketplace, the prices might be expensive but also has the best qualitys! thank you shopee for all of the memories i had! too bad im going to canada meaning i can't use this there🙁💗",best onlin marketplac price might expens also best qualiti thank memori im go canada mean use,5,0
i dont know what to say but its a very wonderful app🤗😍,dont know say wonder,5,0
ilove shoppe....this is good app for me.. unlike others store..❤️❤️❤️,ilov shopp good unlik other store,5,0
"can you please, please, add the contact details of shopee xpress riders? para macontact if ever na may problems lng nmn noh? its not gonna be all the time na available yung phones namin for calls. naging unsuccessful yung delivery attempt dahil di daw ako macontact. i left a note with my order na iwan lng dun sa bahay kasi bayad na nmn, pero unsuccessful pa. nakakfrustrate kasi kanina pa ako nghahanap ng makakausap sa platform niyo kaso puro scripted answers lng meron.",pleas pleas add contact detail xpress rider macontact ever problem lng nmn noh gonna time avail phone call unsuccess deliveri attempt daw macontact left note order iwan lng dun bahay kasi bayad nmn unsuccess nakakfrustr kasi kanina nghahanap makakausap platform niyo kaso puro script answer lng meron,3,1
this app is real great,real great,5,0
mabilis. mag down load,mabili mag load,5,0
fun,fun,4,0
very reliable,reliabl,5,0
the pillow looks cool in the picture but when we ordered it it's so very ugly it was just thick and almost riped 😔,pillow look cool pictur order ugli thick almost ripe,1,1
i really love shoppee...ang laki ng naitulong sa akin lalo na sa online business ko kahit pa kunti2x happy lang wag lang mawalan ng pag asa...sana manalo ako ng cp sa promo na peso as in peso...hehehe...,realli love laki naitulong lalo onlin busi kunti x happi wag mawalan pag asa sana manalo cp promo peso peso heheh,5,0
magaling magaling,magal magal,5,0
i love your service with send money for free in any bank account including e-wallets using shopee pay. keep up the gud work😊,love servic send money free bank account includ e wallet use pay keep gud work,5,0
server error sa akin kainis,server error kaini,5,0
good app. always update with latest trends and goodies.,good alway updat latest trend goodi,5,0
shopee has better deal but i felt that the app can be improved. its not very user friendly.,better deal felt improv user friendli,4,0
good app,good,5,0
go to app whenever i need something. :),go whenev need someth,5,0
my favorite online shopping,favorit onlin shop,5,0
subok na umorder at mabilis,subok umord mabili,5,0
"twice na ako nag order and maganda yung pagka deliver. well, minsan dependi naman sa seller at sa courier.",twice nag order maganda pagka deliv well dependi courier,5,0
"responsive cs, lot of rewards",respons cs lot reward,5,0
verry goo app,verri goo,5,0
stop hiring enablers! focus on bettering your treatment on your sellers and buyers!,stop hire enabl focu better treatment buyer,1,1
soooo happy,soooo happi,5,0
so anyoing ads,anyo ad,1,1
good services of saler..and delivered fast..,good servic saler deliv fast,3,1
very nice online shopee,nice onlin,5,0
i love shopee easy to use and also i love to order because so affordable,love easi use also love order afford,5,0
now i can use the app 'amazing,use amaz,5,0
helps me a lot with almost all of our families needs...,help lot almost famili need,5,0
"the app has a lot of slow down when viewing products that i need to constantly exit and start. however, delivery services is good. difficult refund process.",lot slow view product need constantli exit start howev deliveri servic good difficult refund process,1,1
5 stars,star,5,0
mag ingat sa pag bili ng mura na binibinta. . . may scammer sa shopee store na delete na ang store na yon kaso ang item ko nabili luma at mali pa ang item na binigay. . . tanong ko saan paba ako mag reklamo wala na ang store na yon? kaya sa trusted na store kayo may buy kasi pera hinde mabalik pag ma scam. . . katulad ko.,mag ingat pag bili mura binibinta scammer store delet store yon kaso nabili luma mali binigay tanong paba mag reklamo wala store yon trust store kayo buy kasi pera hind mabalik pag scam,1,1
love the app even if i spend a lot on it.,love even spend lot,5,0
good quality highly recommended😊thank you po sa shop na to natoto ulit ako magtiwala😊😊,good qualiti highli recommend thank po shop natoto ulit magtiwala,5,0
costumer service is very good,costum servic good,5,0
"every online order ko dito talaga ako sa shoppeph naghahanap. lahat ng inorder ko from the start, okay lahat. walang pagsisisi. thank you shoppeph :)",everi onlin order talaga shoppeph naghahanap inord start okay pagsisisi thank shoppeph,5,0
mapia ged sekanin ka kase mura bu eh paninda nilan ❤,mapia ged sekanin kase mura bu eh paninda nilan,5,0
"thanks shopee ,",thank,5,0
perfectly perfect!,perfectli perfect,5,0
verygood app,verygood,5,0
the other items is expensive and the other items its cheap,expens cheap,5,0
panget na. di na pwede pagsabayin 2 vouchers... ibalik niyo 2 vouchers,panget pwede pagsabayin voucher ibalik niyo voucher,1,1
it's a great app where i can buy lots of good stuff with a reasonable price. and you just need to find a good shop that will cater you to your standard.,great buy lot good stuff reason price need find good shop cater standard,5,0
perfect thanks shoppee,perfect thank,5,0
good sevices,good sevic,5,0
i love shoppe.. lalo na sa load,love shopp lalo load,5,0
bulok,bulok,1,1
great job shoppe,great job shopp,5,0
so unfair how about the student that have an postal id?,unfair student postal id,1,1
you cannot use 2 voucher at the same time. no more free shipping less than 100. they also have an admin fee when you cash-in. so disappointed.,cannot use voucher time free ship less also admin fee cash disappoint,1,1
very nice .helpful,nice help,5,0
worthy shopping app! ♥️👌🏻,worthi shop,5,0
good.,good,5,0
"hello shopee. i really love your app but the bad thing is even though my internet connection is good, the app seems to be slow in loading. i try to open apps that needs internet to test if my internet connection is good but the apps i've open loads fast. i try to open shopee again and the same thing happens. slow in loading. i hope you can fix this thing to help me and for other users.",hello realli love thing even though internet connect good seem slow load tri open app need internet test internet connect good app open load fast tri open thing happen slow load hope fix thing help user,3,1
i hate this app dont install this because it cannot apply the 2 voucher. i prefer lazada than shoppe ang pangit na nang shoppe ngayun,hate dont instal cannot appli voucher prefer lazada shopp pangit nang shopp ngayun,1,1
"very dissapointing to get suspended, for very shallow reasons.",dissapoint get suspend shallow reason,1,1
it's very easy to use and access all the information you need.,easi use access inform need,5,0
is there a customer service for shopee? they should start one like amazon,custom servic start one like amazon,1,1
shoppee forever.. best online shopping app..,forev best onlin shop,5,0
"there is no free shipping, it's free shipping but you still need to pay.",free ship free ship still need pay,1,1
thank you so much to this app & specially to the good & very friendly seller in the shop. very affordable,thank much special good friendli shop afford,5,0
maganda sya..,maganda sya,5,0
pls. mag download sana ang shoope sakin,pl mag download sana shoop sakin,1,1
hassle free because of free shipping and cod 😍 hope it doesn't stop... 😁,hassl free free ship cod hope stop,5,0
"theres a bug or something but i cannot click on a product. whenever i clicked it it will say something is wrong or this page isnt available. and back to homepage. also, stacking your vouchers isnt available.",there bug someth cannot click product whenev click say someth wrong page isnt avail back homepag also stack voucher isnt avail,1,1
easy to use,easi use,5,0
"actually shopee is the best, because there are alot of sales and you can get discount is shipping fee and they are really responsive😊 i love shopee at all",actual best alot sale get discount ship fee realli respons love,5,0
dres,dre,1,1
"i like shopee...nice nice nice, thank you very much...",like nice nice nice thank much,5,0
sana lahat ng items mabilis ang transactions. pero ok lang naman laht ng na order ko sana ganito lagi.,sana mabili transact ok laht order sana ganito lagi,4,0
excellent quality dumarating sakin every order ko . sana di sya magbago,excel qualiti dumar sakin everi order sana sya magbago,5,0
super good 🥰,super good,5,0
"shopee is almsot everything, plus i didnt even encounter scammers so this app is fine ;)",almsot everyth plu didnt even encount scammer fine,5,0
it's so easy to use and it's legit,easi use legit,5,0
very nice affordable price and shipping fee,nice afford price ship fee,5,0
easyshopping,easyshop,5,0
"so disruptive to everything else you're doing. you'd be playing a game and even if you already have this app installed, it still pauses your game for its useless jingles. would rate negative if i could.",disrupt everyth els play game even alreadi instal still paus game useless jingl would rate neg could,1,1
"the app crash!!!_,,it closed on its own,,,,,,when i tap the search bar it automatically closed and crash,,,please fix it,,,i have more item coming,,,cant track it,,,",crash close tap search bar automat close crash pleas fix come cant track,1,1
sad sa tagal ko ng nag sha shopee di pa rin ako mabigyan ng spaylater. lagi na din ako nakaka gold kaka order dto,sad tagal nag sha rin mabigyan spaylat lagi nakaka gold kaka order dto,3,1
"it's good to shope here,the prices are verry affordable,thats why i love shopee,😘",good shope price verri afford that love,5,0
shoppe have a less price of products and it's enjoy to order,shopp less price product enjoy order,5,0
"shopee is okay, pero yung pick up date ng item masyadong matagal 😔. if the seller already have the item they should ship it the next day",okay pick date masyadong matag alreadi ship next day,1,1
"so convenient to have it as a platform, thanks developer!!!!!",conveni platform thank develop,5,0
thanks shopee... your the best!,thank best,5,0
so nice,nice,5,0
maganda po ang tela ng item malamig po sa katawan maganda po sya.,maganda po tela malamig po katawan maganda po sya,5,0
fast shipping,fast ship,5,0
i think this is very good,think good,5,0
nakatipid pa nga kahit maghintay ng kaunti. magandang karanasan,nakatipid nga maghintay kaunti magandang karanasan,5,0
ok nmn na dn..,ok nmn dn,2,1
nationwide? stupidity,nationwid stupid,1,1
ang ganda mag add to cart tapos delete haha jk goodz,ganda mag add cart tapo delet haha jk goodz,5,0
okay nman sa shopee mga seller lang problema minsan,okay nman problema,5,0
very good app! keep it up!,good keep,5,0
satisfied with the products,satisfi product,5,0
convincing,convinc,5,0
"nice and good..sana masali ako sa wowowin,at mtawagan n kuya will.yan po ang pgka.asam2x ko po.npaka mlking tulong po kung sakali",nice good sana masali wowowin mtawagan n kuya yan po pgka asam x po npaka mlking tulong po sakali,5,0
"shipping is delay, before shipping is 2-3days then now 4-7days its not overseas shop.",ship delay ship day day oversea shop,1,1
love this app so much.. lots of great deal and very convenient.,love much lot great deal conveni,5,0
"this has been my fave place to shop for too long now but with their recent update with vouchers where you can only choose one voucher; shipping voucher or discount voucher, i have a change of heart. i now use laz app most of the time now since they have lower rate in their shipping fee because of shipping voucher and discount voucher which you can both use at the same time. vouchers for platinum account is not a big of a help either.",fave place shop long recent updat voucher choos one voucher ship voucher discount voucher chang heart use laz time sinc lower rate ship fee ship voucher discount voucher use time voucher platinum account big help either,1,1
i didn't download it yet.,download yet,5,0
"this app sucks so bad. can't even use free shipping vouchers even though i have enough shopeepay credits, and also after the update the app became so slow.",suck even use free ship voucher even though enough shopeepay credit also updat becam slow,1,1
its nice shop,nice shop,5,0
this is so good,good,5,0
the updated shopee is so annoying! its always loading and loading and loading until end!,updat annoy alway load load load end,3,1
great app . .salamat shopee,great salamat,5,0
this app is not guaranteed they have more scammer they are sending wrong item or they defective.,guarante scammer send wrong defect,1,1
"i love shopee,,,,😍😍😍😍",love,5,0
very very very good,good,5,0
very affordable and easy to use.,afford easi use,5,0
sa mga seller or re seller dyn.. ayusin nyo ang pagbalot ng item dhl hindi namin pinupulot ang pambali na yan.. minsan parang tae na binalot makabenta lang.. wag ganunn... ayusin ninyo ang negosyo iniisip agad ang kumita agad2,dyn ayusin pagbalot dhl pinupulot pambali yan parang tae binalot makabenta wag ganunn ayusin ninyo negosyo iniisip agad kumita agad,5,0
i was never a fan of online shopping. but shopee made me. with all the discounts and coins i earn i'm so satisfied! keep up the good work shopee! more power,never fan onlin shop made discount coin earn satisfi keep good work power,5,0
very acurate i will give him 5 star,acur give star,5,0
very nice.. all the products is in good quality. 😊,nice product good qualiti,2,1
gud,gud,5,0
the best ka shopee!😍😍😍😍,best,5,0
"convenient,hustle free shopping overall very nice apps.",conveni hustl free shop overal nice app,5,0
happy shopping @shopee ph.,happi shop ph,5,0
list of favorite should be more accessible.,list favorit access,4,0
"this app is very convenient considering the world's current situation, you don't have to visit public markets or even malls cuz almost everything you need are available on this app. you just have to browse, click and ofc pay then that's it. 👌",conveni consid world current situat visit public market even mall cuz almost everyth need avail brows click ofc pay,5,0
fast & reliable less price,fast reliabl less price,5,0
very satisfied.,satisfi,5,0
very helpful app specially for those unavailable items in our area and then shopee has those items or products very accomodating and convenient app.,help special unavail area product accomod conveni,5,0
i enjoy my free shipping... do i get a rebate? thank u,enjoy free ship get rebat thank u,5,0
there is an admin fee when you cash in,admin fee cash,1,1
"okey yong items kaya 5star ibibigay ko,",okey yong star ibibigay,5,0
"easy to navigate, very efficient app",easi navig effici,5,0
nice akkaks,nice akkak,1,1
daming scammer,dame scammer,5,0
i like it cuz i buy like 2 charger and it's so fast charging and it's not gonna hot fast and keep it up shoppee and btw i buy i phone 11 it's not scam 1 week will be given to you,like cuz buy like charger fast charg gonna hot fast keep btw buy phone scam week given,5,0
it's verry good apps,verri good app,4,0
makahurot ug kwarta makaaddict hahaha ang uban seller kay d macontact thank you,makahurot ug kwarta makaaddict hahaha uban kay macontact thank,4,0
"very useful ang shopee, nandito na lahat nang kailangan ko. easy to shop ,very convenient kahit nasa bahay ka lang.",use nandito nang easi shop conveni nasa bahay,5,0
shopee thank you for the good service. keep it up,thank good servic keep,5,0
nag llag sya pag naka open ng matagal,nag llag sya pag naka open matag,1,1
3 star for very strict na masyado,star strict,3,1
love it but sometimes its a scam,love sometim scam,5,0
super legit ng item,super legit,5,0
explore,explor,5,0
fast delivery and safe.,fast deliveri safe,4,0
shopee could provide me enough choices of the thing that i need/want. one thing that i dont like is that last november my friend ordered something and now it's already december anf it didn't arrived yet so she requested for some updates for the product and the reply is that the ordered was cancelled by shopee itself and not her... hope you could work on that shopee... thank you... but still good products!....its 2019...i have to rate you 1 star now guys...u did it again...product took too long..,could provid enough choic thing need want one thing dont like last novemb friend order someth alreadi decemb anf arriv yet request updat product repli order cancel hope could work thank still good product rate star guy u product took long,1,1
very easy to access and to buy things 😊 super blessed to have this app 😇,easi access buy thing super bless,5,0
i just love it..♥️♥️😊..,love,5,0
nice place to do business,nice place busi,5,0
due to pandemic its easy to go online shoppin rather to go outside and stay away from being infected by virus,due pandem easi go onlin shoppin rather go outsid stay away infect viru,5,0
affordable and cheapest shopping online,afford cheapest shop onlin,5,0
enjoy ako sa shopee kc quality lahat yung nabibili ko. hoping marami pa kayong mapasayang buyer.good job shopee.thank u and happy shopping.,enjoy kc qualiti nabibili hope kayong mapasayang buyer good job thank u happi shop,5,0
..sobra dmi nila sales and mganda tlga umorder d2 kc may mga voucher sila na pede k makadiscount ...,sobra dmi sale mganda tlga umord kc voucher pede k makadiscount,5,0
great app. 😍🥰,great,5,0
"okay naman, so far",okay far,5,0
amazing.,amaz,5,0
very usefull app,useful,5,0
their service is really good. most stores are trusted and will give you what you ordered though there can be some inconvenience like receiving the wrong one or sometimes my order is missing stuff like that. but it's good. though there's this one time that i received a package in my name that i didn't order. hopefully magawan ng paraan ung ganyun. thank you.,servic realli good store trust give order though inconveni like receiv wrong one sometim order miss stuff like good though one time receiv packag name order hope magawan ung ganyun thank,4,0
much cheaper than lazada and mall prices.. very helpful in many ways,much cheaper lazada mall price help mani way,5,0
so far di pa ako nastress sa app natu. so convenient. 😁😁😊,far nastress natu conveni,5,0
hahahahahahah,hahahahahahah,5,0
ohhhh yeaaaah,ohhhh yeaaaah,5,0
pooooor parcel,pooooor parcel,1,1
"in terms of costumer service, i would give it 5 star. i had some problems about my verification number and when i reported it to them, the next day, i received a call upon my report and they fix it right away. kudos to shopee.",term costum servic would give star problem verif number report next day receiv call upon report fix right away kudo,5,0
relly love it. very useful 😊😊👏👏 keep it up.,relli love use keep,5,0
why can't i install this?,instal,1,1
"upon clicking order confirmation ""server error"" pop up! it happened hundred times. upgrade your server!",upon click order confirm server error pop happen hundr time upgrad server,3,1
very helpful talaga cya.,help talaga cya,5,0
ok yong item na napadala neg enjoy yong papa ko,ok yong napadala neg enjoy yong papa,5,0
veryyy satisfied ❤,veryyi satisfi,5,0
great app!🤩,great,5,0
gud product and quality.. thats why i give 5 stars 3 products n ang na orders ko puro good ol.. and i have coming delivery p. tomorrow..,gud product qualiti that give star product n order puro good ol come deliveri p tomorrow,5,0
"i cannot access my shopee wallet. the app keeps saying i have entered the 
wrong pin even if i actually have entered the right one. i lost money for 
no reason and they blame me for it. they point out my internet connection 
or that i may have entered the wrong pin. fyi i have excellent internet 
connection, and i am capable of using technology. there is something wrong 
with your shopee wallet feature and you need to fix it!",cannot access wallet keep say enter wrong pin even actual enter right one lost money reason blame point internet connect enter wrong pin fyi excel internet connect capabl use technolog someth wrong wallet featur need fix,2,1
super slow site,super slow site,2,1
shop within your fingertips,shop within fingertip,5,0
satisfied 😁😁😁,satisfi,5,0
nice apps i really enjoyed shopping and lots of exciting promos.thank you shoppee.,nice app realli enjoy shop lot excit promo thank,5,0
"im changing my rating. jnt and ninjavan are no longer on the options on most stores. the only choice is shopee express which takes 3-4 weeks to deliver, while the other courier before took only 3-5 days. ordering stuff on shopee now makes us feel hopeless.",im chang rate jnt ninjavan longer option store choic express take week deliv courier took day order stuff make us feel hopeless,2,1
hooray,hooray,4,0
